name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
Égoïste,https://www.olfastory.com/parfum/egoiste,Chanel,Eau de toilette,1990,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/chanel-egoiste.jpg?itok=a0PIFYr_,Eau de toilette,Epicée,1990,Jacques Polge,Égoïste : Un parfum original pour les hommes aux charmes mystérieux et ambrés...,Égoïste : Un parfum original pour les hommes aux charmes mystérieux et ambrés...« Égoïste » de Chanel est né de la rencontre entre « Bois des Îles » le parfum de 1926 du talentueux Ernest Beaux et de « Bois Noir » en 1987 qui ne rencontra pas son public attendu.,Mandarine;Pêche;Coriandre,Cannelle;Rose;Girofle;Prune,Patchouli;Vanille;Santal;Fève tonka;Myrrhe;Ambrette;Cèdre
Antaeus,https://www.olfastory.com/parfum/antaeus,Chanel,Eau de toilette,1981,Homme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/antaeus.jpg?itok=EV0hM4VB,Eau de toilette,Cuir;Epicée,1981,Jacques Polge,"Antaeus, le héros de Chanel","Antaeus, le héros de ChanelEn 1921, lorsque Chanel lance « N°5 », le succès est fulgurant. Depuis, Chanel à donné naissance à de nombreux parfums cultes et brillants et la renommée de la marque n’est plus à faire.",Citron;Sauge sclarée;Myrte,Rose;Jasmin;Coriandre;Foin,Mousse de chêne;Patchouli;Labdanum;Castoreum;Cire d'abeille
Déclaration,https://www.olfastory.com/parfum/declaration,Cartier,Eau de toilette,1998,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/declaration-parfum-cartier.jpg?itok=FOB82PMy,Eau de toilette,Epicée,1998,Jean-Claude Ellena,Cartier et son indémodable parfum Déclaration,Cartier et son indémodable parfum DéclarationLa maison Cartier se plaît à dessiner avec ses parfums toutes les plus belles valeurs de sa joaillerie historique.,Néroli;Mandarine;Coriandre;Armoise,Iris;Cardamome;Poivre;Jasmin,Vétiver;Cèdre;Cuir;Ambre
Pour un Homme de Caron,https://www.olfastory.com/parfum/pour-un-homme-de-caron,Caron,Eau de toilette,1934,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/pour-un-homme-de-caron.jpg?itok=djwjAyOH,Eau de toilette,Inconnu,1934,Ernest Daltroff,"Pour un homme de Caron, un parfum iconique","Pour un homme de Caron, un parfum iconiqueLe fondateur de la maison Caron se nomme Ernest Daltroff. Il est né en 1867 en Haute-Loire. En 1902 il acquiert avec son frère Raoul, une mercerie parfumerie, la maison Émilia.",Lavande;Romarin;Bergamote;Citron;Sauge sclarée,Rose,Vanille;Fève tonka;Cèdre;Héliotrope;Musc tonkin
Kenzo Homme,https://www.olfastory.com/parfum/kenzo-homme,Kenzo,Eau de toilette,1991,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/kenzo-homme.jpg?itok=1soVDaX6,Eau de toilette,Marine,1991,Christian Mathieu,"Kenzo Homme, la référence masculine en parfumerie","Kenzo Homme, la référence masculine en parfumerieLa marque Kenzo est unique, à l’image de son créateur Kenzo Takada. Dès le début, Kenzo montre rapidement un style à part mélangeant l’orient et l’occident. En 1988, Kenzo lance une ligne de parfum. Son premier grand succès se nomme « Kenzo by Kenzo » pour femme. « Kenzo pour homme » a vu le jour en 1991, c’est alors le premier parfum masculin de la marque.",Bergamote;Citron;Bois de rose;Sauge sclarée,Noix de muscade;Note marine;Muguet;Genièvre;Carvi,Vétiver;Muscs blancs;Cèdre;Fir balsam
Hugo Man,https://www.olfastory.com/parfum/hugo-man,Hugo Boss,Eau de toilette,1995,Homme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-man.jpg?itok=wmQORLxb,Eau de toilette,Fruitée;Nouvelle Fraîcheur,1995,David Apel,Le parfum Hugo Man d'Hugo Boss,"Le parfum Hugo Man d'Hugo BossLes hommes ont toujours apprécié les parfums particulièrement frais. En effet, pendant très longtemps, ils se sont uniquement parfumés à l'aide de Colognes. Aussi, ce besoin de fraîcheur et de vitalité semble être ancré dans leurs gênes. La maison Hugo Boss l'a bien compris et c'est ainsi qu'elle a élaboré un parfum limpide et dynamisant nommé Hugo Man.",Menthe;Pamplemousse;Dihydromyrcénol;Sauge sclarée;Basilic,Lavande;Pomme;Girofle;Pin,Patchouli;Labdanum;Cèdre
Allure homme,https://www.olfastory.com/parfum/allure-homme,Chanel,Eau de toilette,1999,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/allure-homme.jpg?itok=tzoij5IJ,Eau de toilette,Epicée,1999,Jacques Polge,Inconnu,"L'histoire d’Allure est presque innée pour la maison Chanel. En effet, toute la philosophie de l'enseigne repose sur le fait de mettre en valeur l'allure de ceux ou celles qui portent leurs vêtements.Aussi, c'est en toute logique que Chanel décida de créer un parfum nommé Allure, destiné dans un premier temps aux femmes, en 1996. Fort de son succès, les hommes commencèrent alors à le jalouser et c'est ainsi que son homologue masculin fit son apparition en 1999 sous le nom d’Allure Homme. Alors, voyons d'un peu plus près ce qu'est l’Allure selon Chanel.",Dihydromyrcénol,Poivre noir;Note verte,Vétiver;Muscs blancs;Fève tonka;Labdanum;Cèdre
Boss The Scent,https://www.olfastory.com/parfum/boss-scent,Hugo Boss,Eau de toilette,2015,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/boss-the-scent.jpg?itok=39K9M0TM,Eau de toilette,Fruitée;Marine;Nouvelle Fraîcheur,2015,Bruno Jovanovic,"The Scent, le parfum masculin Boss","The Scent, le parfum masculin BossLa maison Hugo Boss est pour beaucoup une marque synonyme de raffinement, d'élégance et d'un sens inné du chic. Aussi, si elle élabore toute une collection pour femmes, il faut bien reconnaître qu'elle est avant tout reconnue pour ses produits pour hommes. À ce titre, la maison Hugo Boss a beaucoup fait parler d'elle en 2015 avec la sortie de son nouveau parfum masculin nommé Boss The Scent.",Mandarine;Bergamote;Gingembre;Dihydromyrcénol,Lavande;Pomme;Note marine;Fruits Exotiques,Bois ambrés;Coumarine;Vanilline
Chrome,https://www.olfastory.com/parfum/chrome,Azzaro,Eau de toilette,1996,Homme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/chrome-azzaro.jpg?itok=U88WbdF4,Eau de toilette,Nouvelle Fraîcheur,1996,Gérard Aury,Chrome : Le pionnier de la nouvelle fraicheur,"Chrome : Le pionnier de la nouvelle fraicheurAvec « Chrome » né en 1996, Loris Azzaro signe son deuxième grand parfum masculin après le célèbre « Azzaro pour Homme ». Avec cette fragrance illuminée d’un bleu azur et d’une nouvelle fraîcheur envoutante et inédite, Azzaro voulait dédier « Chrome » à la beauté de la transmission et de l’amour paternel.",Lavande;Bergamote;Citron;Dihydromyrcénol,Violette;Note verte;Thé,Muscs blancs;Cèdre;Evernyl
L'Homme Idéal Eau de Parfum,https://www.olfastory.com/parfum/lhomme-ideal-eau-de-parfum,Guerlain,Eau de parfum,2016,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/l-homme-ideal-eau-de-parfum.jpg?itok=XeToELs6,Eau de parfum,Cuir;Poudrée,2016,Thierry Wasser;Delphine Jelk,L'Homme Idéal de Guerlain en concentration Eau de Parfum,"L'Homme Idéal de Guerlain en concentration Eau de ParfumIl y a de cela deux ans, en 2014, Guerlain décida de s'amuser avec le concept de l'Homme Idéal. Est-ce un mythe ? Est-ce une réalité ? Beaucoup de femmes l'on cherché et nombreuses sont celles à y avoir renoncé. Qu'à cela ne tienne ! Si celui-ci n'existe pas, son parfum en revanche est bel et bien réel.",Lavande;Romarin;Bergamote;Dihydromyrcénol;Thym,Cerise,Vanille;Santal;Cuir;Fève tonka;Amande
Habit Rouge,https://www.olfastory.com/parfum/habit-rouge,Guerlain,Eau de toilette,1965,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/habit-rouge.jpg?itok=wNWAkJYD,Eau de toilette,Cuir,1965,Jean-Paul Guerlain,Habit Rouge : Un homme fort au contact de la nature,"Habit Rouge : Un homme fort au contact de la natureSi la femme « Shalimar » a un homme, il s’appelle « Habit Rouge » et porte de belles couleurs orientales et animales. Sorti en 1965 à une époque où les parfums masculins manquent d’originalité, « Habit Rouge » propose un univers olfactif racé, cuiré, épicé et animal à des hommes forts et élégants, accomplis mais toujours tendres...",Lavande;Néroli;Orange;Citron,Rose;Jasmin,Cannelle;Patchouli;Vanille;Bouleau;Girofle;Fève tonka;Labdanum;Cèdre;Ambre gris
Dior Homme Intense,https://www.olfastory.com/parfum/dior-homme-intense,Christian Dior,Eau de parfum,2008,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/dior-homme-intense.jpg?itok=i2Qlj_G4,Eau de parfum,Ambrée;Poudrée,2008,Olivier Polge,"Dior Homme Intense, l’audace à son apogée","Dior Homme Intense, l’audace à son apogéeLa maison Dior a été fondée en 1947 par Christian Dior. À la fin de la Seconde Guerre mondiale, ce jeune passionné de mode insuffle le changement, le beau et le renouveau. Devenue le géant du luxe, la marque Dior incarne l’élégance et l’excellence. La première fragrance masculine est lancée en 1966 « Eau Sauvage ».",Lavande;Carotte,Iris;Cacao,Vétiver;Patchouli;Vanille;Ambrette;Cèdre
Dior Homme Original,https://www.olfastory.com/parfum/dior-homme,Christian Dior,Eau de toilette,2005,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/dior-homme.jpg?itok=W3mtiPbC,Eau de toilette,Ambrée;Poudrée,2005,Olivier Polge,Dior Homme Original : Quand l’homme porte des fleurs...,"Dior Homme Original : Quand l’homme porte des fleurs...En 2005, Dior propose aux hommes une nouvelle fragrance chic et élégante tout en étant façonnée grâce à matières premières originales, du moins dans la sphère relativement fermée des parfums pour homme.",Bergamote;Lavande;Sauge sclarée,Cacao;Ambre gris;Iris,Patchouli;Vétiver;Cuir
L'Homme Ultime,https://www.olfastory.com/parfum/lhomme-ultime,Yves Saint Laurent,Eau de parfum,2016,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/l-homme-ultime.jpg?itok=uoGY4z1y,Eau de parfum,Epicée,2016,Anne Flipo;Dominique Ropion;Juliette Karagueuzoglou,La fragrance de L'Homme Ultime d'après Yves Saint Laurent,"La fragrance de L'Homme Ultime d'après Yves Saint LaurentVéritable légende de la parfumerie masculine, L'Homme d’Yves Saint-Laurent a vu le jour en 2006. Celui-ci est un parfum synonyme de force, d'attraction, de charisme, d'audace et de sensualité.",Pamplemousse;Bergamote;Dihydromyrcénol,Pomme;Cardamome;Géranium;Sauge sclarée,Vétiver;Bois ambrés;Evernyl;Cashmeran
Spicebomb Extreme,https://www.olfastory.com/parfum/spicebomb-extreme,Viktor & Rolf,Eau de parfum,2015,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/spicebomb-extreme.jpg?itok=ByH5zGRW,Eau de parfum,Epicée;Gourmande,2015,Inconnu,"Spicebomb Extrême, un concentré d’épices ultra explosif","Spicebomb Extrême, un concentré d’épices ultra explosifLes « Dupont et Dupont » de la mode ont véritablement révolutionné le monde de la haute couture et de la parfumerie apportant un style alliant art et couture, appliquant un détournement inattendu des codes classiques.",Baies roses,Poivre noir,Bois ambrés;Santal;Caramel;Vanilline
Polo Black,https://www.olfastory.com/parfum/polo-black,Ralph Lauren,Eau de toilette,2005,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/polo-black.jpg?itok=T8WyacWo,Eau de toilette,Nouvelle Fraîcheur;Verte,2005,Pierre Négrin,Polo Black : Le parfum de l’audace selon Ralph Lauren,"Polo Black : Le parfum de l’audace selon Ralph LaurenSi les précédents opus de Polo (Polo, Polo Sport et Polo Blue) étaient très liés à l’univers sportif, ce magnifique Polo Black sorti en 2005 semble s’en détacher pour mieux encore nous ensorceler de son élégance racée.",Mangue,Armoise,Patchouli
Polo Sport,https://www.olfastory.com/parfum/polo-sport,Ralph Lauren,Eau de toilette,1993,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/polo-sport.jpg?itok=D9K105Gx,Eau de toilette,Verte,1993,Inconnu,Le parfum des sportifs Ralph Lauren : Polo Sport,"Le parfum des sportifs Ralph Lauren : Polo SportLes hommes ont toujours été fascinés par le sport. Ces derniers sont nombreux à en suivre l'actualité à la télévision dans les journaux, mais ils sont également nombreux à le pratiquer.",Menthe;Bergamote;Citron,Gingembre;Bois de rose;Ananas,Mousse de chêne;Vétiver;Muscs blancs
Black XS Los Angeles for Him,https://www.olfastory.com/parfum/black-xs-los-angeles-him,Paco Rabanne,Eau de toilette,2016,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/black-xs-for-him-los-angeles.jpg?itok=I-HDtCp6,Eau de toilette,Fruitée;Marine,2016,Olivier Cresp,Inconnu,"Imaginez-vous un peu : une salle de concerts plongée dans le noir. La tension au maximum. Le public qui retient son souffle. Puis d'un coup, un électrochoc ! La musique s’élance et le rock 'n' roll entre en scène.",Orange;Citron,Pomme;Note marine;Muguet;Ananas,Mousse de chêne;Cannelle;Bois ambrés;Coumarine;Vanilline
Black XS L'Excès pour lui,https://www.olfastory.com/parfum/black-xs-lexces-pour-lui,Paco Rabanne,Eau de toilette,2012,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/black-xs-l-exces-pour-lui.jpg?itok=ETT0hyck,Eau de toilette,Fruitée,2012,Fabrice Pellegrin,"Black XS, l’excès pour lui, rebelle mais si viril","Black XS, l’excès pour lui, rebelle mais si virilS’il a souvent été qualifié de non conventionnel ou d’agitateur d’idée, Paco Rabanne reste un des plus grands couturiers et une véritable référence en parfumerie.",Lavande;Ciste;Citron,Pomme;Ananas;Fraise,Bois ambrés
For Him Eau de Toilette,https://www.olfastory.com/parfum/him-eau-de-toilette,Narciso Rodriguez,Eau de toilette,2007,Homme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/for-him-eau-de-toilette.jpg?itok=DPNWpXXA,Eau de toilette,Cuir;Verte,2007,Francis Kurkdjian,"For Him l’Eau de toilette, très contemporain et si sensuel...","For Him l’Eau de toilette, très contemporain et si sensuel...La marque Narciso Rodriguez a été fondée en 1977 par le créateur du même nom.",Lavande;Note verte,Feuille de violette;Géranium,Vétiver;Patchouli;Coumarine;Muscs blancs;Cuir;Evernyl;Ambre gris
A*Men Pure Malt,https://www.olfastory.com/parfum/amen-pure-malt,Thierry Mugler,Eau de toilette,2009,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/a-men-pure-malt.jpg?itok=WAgYdztr,Eau de toilette,Gourmande;Nouvelle Fraîcheur,2009,Inconnu,A*Men Pure Malt un whisky intense pour un homme sensuel,A*Men Pure Malt un whisky intense pour un homme sensuelA*Men propose à ces messieurs depuis 1996 un oriental gourmand présenté comme l’alter égo du fabuleux Angel Féminin.,Pure Malt,Café,Cèdre
Hugo Energise,https://www.olfastory.com/parfum/hugo-energise,Hugo Boss,Eau de toilette,2005,Homme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-energize.jpg?itok=ptpCayTD,Eau de toilette,Nouvelle Fraîcheur,2005,Inconnu,Inconnu,"Hugo Energise est un parfum dérivé de l'emblématique Hugo d’Hugo Boss. Ainsi, il fait suite à ce dernier ainsi qu'à son successeur, Hugo Dark Blue. Ce parfum s'inscrit dans la même lignée que ses prédécesseurs et suit le même chemin de la liberté.",Menthe;Baies roses;Citron;Ananas;Cardamome;Kumquat;Mandarine,Freesia;Noix de muscade;Coriandre;Sauge sclarée,Cuir;Vanille
Hugo XY,https://www.olfastory.com/parfum/hugo-xy,Hugo Boss,Eau de toilette,2007,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-xy.jpg?itok=ElwaGOK6,Eau de toilette,Marine;Verte,2007,Inconnu,Inconnu,"Les hommes et les femmes sont des êtres bien différents. D'ailleurs, cela est prouvé scientifiquement. Ces derniers ne possèdent pas les mêmes chromosomes.",Poire;Cèdre;Bergamote,Menthe;Basilic,Patchouli;Muscs blancs;Cèdre
Hugo Dark Blue,https://www.olfastory.com/parfum/hugo-dark-blue,Hugo Boss,Eau de toilette,1999,Homme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-dark-blue.jpg?itok=Q13vGLNQ,Eau de toilette,Fruitée,1999,Alain Astori,Inconnu,Hugo Dark Blue est un parfum qui a clairement pour ambition de surprendre. Il faut dire que son flacon en forme de shaker ludique et moderne donne instantanément envie de voir ce qu'il contient.,Pamplemousse;Citron;Sauge sclarée,Cardamome;Gingembre;Géranium,Benjoin;Patchouli;Encens
Boss Bottled Oud,https://www.olfastory.com/parfum/boss-bottled-oud,Hugo Boss,Eau de parfum,2015,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/boss-bottled-oud.jpg?itok=ILCRmUgP,Eau de parfum,Cuir;Fruitée,2015,Inconnu,"Boss  Bottled Oud, l’exigence au masculin","Boss  Bottled Oud, l’exigence au masculinLa maison Hugo Boss est connue pour son élégance et son raffinement au masculin. L’homme Hugo Boss est élégant, moderne et un brin séducteur… C’est dans cet esprit, qu’un nouveau parfum est né « Boss Bottled Oud ».",Bergamote;Dihydromyrcénol,Pomme;Prune;Géranium,Cannelle;Bois ambrés;Cuir;Safran;Ambre;Bois de gaiac
Fahrenheit 32,https://www.olfastory.com/parfum/fahrenheit-32,Christian Dior,Eau de toilette,2007,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/fahrenheit-32.jpg?itok=gDx_vWPn,Eau de toilette,Marine;Nouvelle Fraîcheur,2007,Louise Turner,Fahrenheit 32 : Dior transforme le feu en glace « brûlante »,Fahrenheit 32 : Dior transforme le feu en glace « brûlante »Fahrenheit fut certainement un des tout premiers parfums à personnalité forte à être proposé sur le marché des années 80.,Fleur d'Oranger,Vétiver,Vanille
